material	sop	exp	rep	org	machine
AxPB-lyoLeuk	2	1	1	Q2LabSol	Aurora-2
FITC-cryoPBMC	2	1	1	Q2LabSol	Aurora-2
PE-cryoPBMC	2	1	1	Q2LabSol	Aurora-2
PE-Cy7-cryoPBMC	2	1	1	Q2LabSol	Aurora-2
PerCP-Cy5.5-cryoPBMC	2	1	1	Q2LabSol	Aurora-2
APC-AbCTotal	2	2	1	Q2LabSol	Aurora-2
APC-Cy7-AbCTotal	2	2	1	Q2LabSol	Aurora-2
FITC-AbCTotal	2	2	1	Q2LabSol	Aurora-2
PE-AbCTotal	2	2	1	Q2LabSol	Aurora-2
PE-Cy7-AbCTotal	2	2	1	Q2LabSol	Aurora-2
PerCP-Cy5.5-AbCTotal	2	2	1	Q2LabSol	Aurora-2
APC-Versacmp	2	3	1	Q2LabSol	Aurora-2
APC-Cy7-Versacmp	2	3	1	Q2LabSol	Aurora-2
FITC-Versacmp	2	3	1	Q2LabSol	Aurora-2
PE-Versacmp	2	3	1	Q2LabSol	Aurora-2
PE-Cy7-Versacmp	2	3	1	Q2LabSol	Aurora-2
PerCP-Cy5.5-Versacmp	2	3	1	Q2LabSol	Aurora-2
AqBead	2	4	1	Q2LabSol	Aurora-2
PBBead	2	4	1	Q2LabSol	Aurora-2
cryoPBMC-APC-CD14-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-APC-CD19-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-APC-Cy7-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-AqLD-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-AxPB-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-FITC-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-PE-Cy7-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-PE-fmo	3	1	1	Q2LabSol	Aurora-2
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	Q2LabSol	Aurora-2
panel1-cryoPBMC-1	3	1	1	Q2LabSol	Aurora-2
panel1-cryoPBMC-1	3	1	2	Q2LabSol	Aurora-2
panel1-cryoPBMC-1	3	1	3	Q2LabSol	Aurora-2
panel1-cryoPBMC-2	3	1	1	Q2LabSol	Aurora-2
panel1-cryoPBMC-2	3	1	2	Q2LabSol	Aurora-2
panel1-cryoPBMC-2	3	1	3	Q2LabSol	Aurora-2
panel1-cryoPBMC-3	3	1	1	Q2LabSol	Aurora-2
panel1-cryoPBMC-3	3	1	2	Q2LabSol	Aurora-2
panel1-cryoPBMC-3	3	1	3	Q2LabSol	Aurora-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	Q2LabSol	Aurora-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	Q2LabSol	Aurora-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	Q2LabSol	Aurora-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	Q2LabSol	Aurora-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	Q2LabSol	Aurora-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	Q2LabSol	Aurora-2
TruCount-CD45-TruCytes	3	3	1	Q2LabSol	Aurora-2
TruCount-CD45-TruCytes	3	3	2	Q2LabSol	Aurora-2
panel1-TruCytes	3	4	1	Q2LabSol	Aurora-2
panel1-TruCytes	3	4	2	Q2LabSol	Aurora-2
panel1-TruCytes	3	4	3	Q2LabSol	Aurora-2
FC-APC-Cy7	1	1	1	Q2LabSol	Aurora
FC-APC	1	1	1	Q2LabSol	Aurora
FC-FITC	1	1	1	Q2LabSol	Aurora
FC-PE-Cy7	1	1	1	Q2LabSol	Aurora
FC-PerCP-Cy5.5	1	1	1	Q2LabSol	Aurora
FC-PE	1	1	1	Q2LabSol	Aurora
FC-V450	1	1	1	Q2LabSol	Aurora
FC-V500-C	1	1	1	Q2LabSol	Aurora
RCP-30-5A	1	1	1	Q2LabSol	Aurora
APC-cryoPBMC	2	1	1	Q2LabSol	Aurora
APC-Cy7-cryoPBMC	2	1	1	Q2LabSol	Aurora
AqLD-lyoLeuk	2	1	1	Q2LabSol	Aurora
AxPB-lyoLeuk	2	1	1	Q2LabSol	Aurora
FITC-cryoPBMC	2	1	1	Q2LabSol	Aurora
PE-cryoPBMC	2	1	1	Q2LabSol	Aurora
PE-Cy7-cryoPBMC	2	1	1	Q2LabSol	Aurora
PerCP-Cy5.5-cryoPBMC	2	1	1	Q2LabSol	Aurora
APC-AbCTotal	2	2	1	Q2LabSol	Aurora
APC-Cy7-AbCTotal	2	2	1	Q2LabSol	Aurora
FITC-AbCTotal	2	2	1	Q2LabSol	Aurora
PE-AbCTotal	2	2	1	Q2LabSol	Aurora
PE-Cy7-AbCTotal	2	2	1	Q2LabSol	Aurora
PerCP-Cy5.5-AbCTotal	2	2	1	Q2LabSol	Aurora
APC-Versacmp	2	3	1	Q2LabSol	Aurora
APC-Cy7-Versacmp	2	3	1	Q2LabSol	Aurora
FITC-Versacmp	2	3	1	Q2LabSol	Aurora
PE-Versacmp	2	3	1	Q2LabSol	Aurora
PE-Cy7-Versacmp	2	3	1	Q2LabSol	Aurora
PerCP-Cy5.5-Versacmp	2	3	1	Q2LabSol	Aurora
AqBead	2	4	1	Q2LabSol	Aurora
PBBead	2	4	1	Q2LabSol	Aurora
cryoPBMC-APC-CD14-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-APC-CD19-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-APC-Cy7-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-AqLD-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-AxPB-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-FITC-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-PE-Cy7-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-PE-fmo	3	1	1	Q2LabSol	Aurora
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	Q2LabSol	Aurora
panel1-cryoPBMC-1	3	1	1	Q2LabSol	Aurora
panel1-cryoPBMC-1	3	1	2	Q2LabSol	Aurora
panel1-cryoPBMC-1	3	1	3	Q2LabSol	Aurora
panel1-cryoPBMC-2	3	1	1	Q2LabSol	Aurora
panel1-cryoPBMC-2	3	1	2	Q2LabSol	Aurora
panel1-cryoPBMC-2	3	1	3	Q2LabSol	Aurora
panel1-cryoPBMC-3	3	1	1	Q2LabSol	Aurora
panel1-cryoPBMC-3	3	1	2	Q2LabSol	Aurora
panel1-cryoPBMC-3	3	1	3	Q2LabSol	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	Q2LabSol	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	Q2LabSol	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	Q2LabSol	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	Q2LabSol	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	Q2LabSol	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	Q2LabSol	Aurora
TruCount-CD45-TruCytes	3	3	1	Q2LabSol	Aurora
TruCount-CD45-TruCytes	3	3	2	Q2LabSol	Aurora
panel1-TruCytes	3	4	1	Q2LabSol	Aurora
panel1-TruCytes	3	4	2	Q2LabSol	Aurora
panel1-TruCytes	3	4	3	Q2LabSol	Aurora
FC-APC-Cy7	1	1	1	SSBS	CytoflexS
FC-APC	1	1	1	SSBS	CytoflexS
FC-FITC	1	1	1	SSBS	CytoflexS
FC-PE-Cy7	1	1	1	SSBS	CytoflexS
FC-PerCP-Cy5.5	1	1	1	SSBS	CytoflexS
FC-PE	1	1	1	SSBS	CytoflexS
FC-V450	1	1	1	SSBS	CytoflexS
FC-V500-C	1	1	1	SSBS	CytoflexS
RCP-30-5A	1	1	1	SSBS	CytoflexS
APC-cryoPBMC	2	1	1	SSBS	CytoflexS
APC-Cy7-cryoPBMC	2	1	1	SSBS	CytoflexS
AqLD-lyoLeuk	2	1	1	SSBS	CytoflexS
AxPB-lyoLeuk	2	1	1	SSBS	CytoflexS
FITC-cryoPBMC	2	1	1	SSBS	CytoflexS
PE-cryoPBMC	2	1	1	SSBS	CytoflexS
PE-Cy7-cryoPBMC	2	1	1	SSBS	CytoflexS
PerCP-Cy5.5-cryoPBMC	2	1	1	SSBS	CytoflexS
APC-AbCTotal	2	2	1	SSBS	CytoflexS
APC-Cy7-AbCTotal	2	2	1	SSBS	CytoflexS
FITC-AbCTotal	2	2	1	SSBS	CytoflexS
PE-AbCTotal	2	2	1	SSBS	CytoflexS
PE-Cy7-AbCTotal	2	2	1	SSBS	CytoflexS
PerCP-Cy5.5-AbCTotal	2	2	1	SSBS	CytoflexS
APC-Versacmp	2	3	1	SSBS	CytoflexS
APC-Cy7-Versacmp	2	3	1	SSBS	CytoflexS
FITC-Versacmp	2	3	1	SSBS	CytoflexS
PE-Versacmp	2	3	1	SSBS	CytoflexS
PE-Cy7-Versacmp	2	3	1	SSBS	CytoflexS
PerCP-Cy5.5-Versacmp	2	3	1	SSBS	CytoflexS
AqBead	2	4	1	SSBS	CytoflexS
PBBead	2	4	1	SSBS	CytoflexS
cryoPBMC-APC-CD14-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-APC-CD19-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-APC-Cy7-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-AqLD-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-AxPB-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-FITC-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-PE-Cy7-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-PE-fmo	3	1	1	SSBS	CytoflexS
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	SSBS	CytoflexS
panel1-cryoPBMC-1	3	1	1	SSBS	CytoflexS
panel1-cryoPBMC-1	3	1	2	SSBS	CytoflexS
panel1-cryoPBMC-1	3	1	3	SSBS	CytoflexS
panel1-cryoPBMC-2	3	1	1	SSBS	CytoflexS
panel1-cryoPBMC-2	3	1	2	SSBS	CytoflexS
panel1-cryoPBMC-2	3	1	3	SSBS	CytoflexS
panel1-cryoPBMC-3	3	1	1	SSBS	CytoflexS
panel1-cryoPBMC-3	3	1	2	SSBS	CytoflexS
panel1-cryoPBMC-3	3	1	3	SSBS	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	SSBS	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	SSBS	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	SSBS	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	SSBS	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	SSBS	CytoflexS
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	SSBS	CytoflexS
TruCount-CD45-TruCytes	3	3	1	SSBS	CytoflexS
TruCount-CD45-TruCytes	3	3	2	SSBS	CytoflexS
panel1-TruCytes	3	4	1	SSBS	CytoflexS
panel1-TruCytes	3	4	2	SSBS	CytoflexS
panel1-TruCytes	3	4	3	SSBS	CytoflexS
FC-APC-Cy7	1	1	1	SSBS	NorthernL
FC-APC	1	1	1	SSBS	NorthernL
FC-FITC	1	1	1	SSBS	NorthernL
FC-PE-Cy7	1	1	1	SSBS	NorthernL
FC-PerCP-Cy5.5	1	1	1	SSBS	NorthernL
FC-PE	1	1	1	SSBS	NorthernL
FC-V450	1	1	1	SSBS	NorthernL
FC-V500-C	1	1	1	SSBS	NorthernL
RCP-30-5A	1	1	1	SSBS	NorthernL
APC-cryoPBMC	2	1	1	SSBS	NorthernL
APC-Cy7-cryoPBMC	2	1	1	SSBS	NorthernL
AqLD-lyoLeuk	2	1	1	SSBS	NorthernL
AxPB-lyoLeuk	2	1	1	SSBS	NorthernL
FITC-cryoPBMC	2	1	1	SSBS	NorthernL
PE-cryoPBMC	2	1	1	SSBS	NorthernL
PE-Cy7-cryoPBMC	2	1	1	SSBS	NorthernL
PerCP-Cy5.5-cryoPBMC	2	1	1	SSBS	NorthernL
APC-AbCTotal	2	2	1	SSBS	NorthernL
APC-Cy7-AbCTotal	2	2	1	SSBS	NorthernL
FITC-AbCTotal	2	2	1	SSBS	NorthernL
PE-AbCTotal	2	2	1	SSBS	NorthernL
PE-Cy7-AbCTotal	2	2	1	SSBS	NorthernL
PerCP-Cy5.5-AbCTotal	2	2	1	SSBS	NorthernL
APC-Versacmp	2	3	1	SSBS	NorthernL
APC-Cy7-Versacmp	2	3	1	SSBS	NorthernL
FITC-Versacmp	2	3	1	SSBS	NorthernL
PE-Versacmp	2	3	1	SSBS	NorthernL
PE-Cy7-Versacmp	2	3	1	SSBS	NorthernL
PerCP-Cy5.5-Versacmp	2	3	1	SSBS	NorthernL
AqBead	2	4	1	SSBS	NorthernL
PBBead	2	4	1	SSBS	NorthernL
cryoPBMC-APC-CD14-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-APC-CD19-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-APC-Cy7-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-AqLD-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-AxPB-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-FITC-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-PE-Cy7-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-PE-fmo	3	1	1	SSBS	NorthernL
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	SSBS	NorthernL
panel1-cryoPBMC-1	3	1	1	SSBS	NorthernL
panel1-cryoPBMC-1	3	1	2	SSBS	NorthernL
panel1-cryoPBMC-1	3	1	3	SSBS	NorthernL
panel1-cryoPBMC-2	3	1	1	SSBS	NorthernL
panel1-cryoPBMC-2	3	1	2	SSBS	NorthernL
panel1-cryoPBMC-2	3	1	3	SSBS	NorthernL
panel1-cryoPBMC-3	3	1	1	SSBS	NorthernL
panel1-cryoPBMC-3	3	1	2	SSBS	NorthernL
panel1-cryoPBMC-3	3	1	3	SSBS	NorthernL
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	SSBS	NorthernL
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	SSBS	NorthernL
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	SSBS	NorthernL
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	SSBS	NorthernL
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	SSBS	NorthernL
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	SSBS	NorthernL
TruCount-CD45-TruCytes	3	3	1	SSBS	NorthernL
TruCount-CD45-TruCytes	3	3	2	SSBS	NorthernL
panel1-TruCytes	3	4	1	SSBS	NorthernL
panel1-TruCytes	3	4	2	SSBS	NorthernL
panel1-TruCytes	3	4	3	SSBS	NorthernL
FC-APC-Cy7	1	1	1	UDel	FusionI
FC-APC	1	1	1	UDel	FusionI
FC-FITC	1	1	1	UDel	FusionI
FC-PE-Cy7	1	1	1	UDel	FusionI
FC-PerCP-Cy5.5	1	1	1	UDel	FusionI
FC-PE	1	1	1	UDel	FusionI
FC-V450	1	1	1	UDel	FusionI
FC-V500-C	1	1	1	UDel	FusionI
RCP-30-5A	1	1	1	UDel	FusionI
APC-cryoPBMC	2	1	1	UDel	FusionI
APC-Cy7-cryoPBMC	2	1	1	UDel	FusionI
AqLD-lyoLeuk	2	1	1	UDel	FusionI
AxPB-lyoLeuk	2	1	1	UDel	FusionI
FITC-cryoPBMC	2	1	1	UDel	FusionI
PE-cryoPBMC	2	1	1	UDel	FusionI
PE-Cy7-cryoPBMC	2	1	1	UDel	FusionI
PerCP-Cy5.5-cryoPBMC	2	1	1	UDel	FusionI
APC-AbCTotal	2	2	1	UDel	FusionI
APC-Cy7-AbCTotal	2	2	1	UDel	FusionI
FITC-AbCTotal	2	2	1	UDel	FusionI
PE-AbCTotal	2	2	1	UDel	FusionI
PE-Cy7-AbCTotal	2	2	1	UDel	FusionI
PerCP-Cy5.5-AbCTotal	2	2	1	UDel	FusionI
APC-Versacmp	2	3	1	UDel	FusionI
APC-Cy7-Versacmp	2	3	1	UDel	FusionI
FITC-Versacmp	2	3	1	UDel	FusionI
PE-Versacmp	2	3	1	UDel	FusionI
PE-Cy7-Versacmp	2	3	1	UDel	FusionI
PerCP-Cy5.5-Versacmp	2	3	1	UDel	FusionI
AqBead	2	4	1	UDel	FusionI
PBBead	2	4	1	UDel	FusionI
cryoPBMC-APC-CD14-fmo	3	1	1	UDel	FusionI
cryoPBMC-APC-CD19-fmo	3	1	1	UDel	FusionI
cryoPBMC-APC-Cy7-fmo	3	1	1	UDel	FusionI
cryoPBMC-AqLD-fmo	3	1	1	UDel	FusionI
cryoPBMC-AxPB-fmo	3	1	1	UDel	FusionI
cryoPBMC-FITC-fmo	3	1	1	UDel	FusionI
cryoPBMC-PE-Cy7-fmo	3	1	1	UDel	FusionI
cryoPBMC-PE-fmo	3	1	1	UDel	FusionI
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	UDel	FusionI
panel1-cryoPBMC-1	3	1	1	UDel	FusionI
panel1-cryoPBMC-1	3	1	2	UDel	FusionI
panel1-cryoPBMC-1	3	1	3	UDel	FusionI
panel1-cryoPBMC-2	3	1	1	UDel	FusionI
panel1-cryoPBMC-2	3	1	2	UDel	FusionI
panel1-cryoPBMC-2	3	1	3	UDel	FusionI
panel1-cryoPBMC-3	3	1	1	UDel	FusionI
panel1-cryoPBMC-3	3	1	2	UDel	FusionI
panel1-cryoPBMC-3	3	1	3	UDel	FusionI
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	UDel	FusionI
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	UDel	FusionI
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	UDel	FusionI
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	UDel	FusionI
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	UDel	FusionI
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	UDel	FusionI
TruCount-CD45-TruCytes	3	3	1	UDel	FusionI
TruCount-CD45-TruCytes	3	3	2	UDel	FusionI
panel1-TruCytes	3	4	1	UDel	FusionI
panel1-TruCytes	3	4	2	UDel	FusionI
panel1-TruCytes	3	4	3	UDel	FusionI
FC-APC-Cy7	1	1	1	UDel	FusionII
FC-APC	1	1	1	UDel	FusionII
FC-FITC	1	1	1	UDel	FusionII
FC-PE-Cy7	1	1	1	UDel	FusionII
FC-PerCP-Cy5.5	1	1	1	UDel	FusionII
FC-PE	1	1	1	UDel	FusionII
FC-V450	1	1	1	UDel	FusionII
FC-V500-C	1	1	1	UDel	FusionII
RCP-30-5A	1	1	1	UDel	FusionII
APC-cryoPBMC	2	1	1	UDel	FusionII
APC-Cy7-cryoPBMC	2	1	1	UDel	FusionII
AqLD-lyoLeuk	2	1	1	UDel	FusionII
AxPB-lyoLeuk	2	1	1	UDel	FusionII
FITC-cryoPBMC	2	1	1	UDel	FusionII
PE-cryoPBMC	2	1	1	UDel	FusionII
PE-Cy7-cryoPBMC	2	1	1	UDel	FusionII
PerCP-Cy5.5-cryoPBMC	2	1	1	UDel	FusionII
APC-AbCTotal	2	2	1	UDel	FusionII
APC-Cy7-AbCTotal	2	2	1	UDel	FusionII
FITC-AbCTotal	2	2	1	UDel	FusionII
PE-AbCTotal	2	2	1	UDel	FusionII
PE-Cy7-AbCTotal	2	2	1	UDel	FusionII
PerCP-Cy5.5-AbCTotal	2	2	1	UDel	FusionII
APC-Versacmp	2	3	1	UDel	FusionII
APC-Cy7-Versacmp	2	3	1	UDel	FusionII
FITC-Versacmp	2	3	1	UDel	FusionII
PE-Versacmp	2	3	1	UDel	FusionII
PE-Cy7-Versacmp	2	3	1	UDel	FusionII
PerCP-Cy5.5-Versacmp	2	3	1	UDel	FusionII
AqBead	2	4	1	UDel	FusionII
PBBead	2	4	1	UDel	FusionII
cryoPBMC-APC-CD14-fmo	3	1	1	UDel	FusionII
cryoPBMC-APC-CD19-fmo	3	1	1	UDel	FusionII
cryoPBMC-APC-Cy7-fmo	3	1	1	UDel	FusionII
cryoPBMC-AqLD-fmo	3	1	1	UDel	FusionII
cryoPBMC-AxPB-fmo	3	1	1	UDel	FusionII
cryoPBMC-FITC-fmo	3	1	1	UDel	FusionII
cryoPBMC-PE-Cy7-fmo	3	1	1	UDel	FusionII
cryoPBMC-PE-fmo	3	1	1	UDel	FusionII
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	UDel	FusionII
panel1-cryoPBMC-1	3	1	1	UDel	FusionII
panel1-cryoPBMC-1	3	1	2	UDel	FusionII
panel1-cryoPBMC-1	3	1	3	UDel	FusionII
panel1-cryoPBMC-2	3	1	1	UDel	FusionII
panel1-cryoPBMC-2	3	1	2	UDel	FusionII
panel1-cryoPBMC-2	3	1	3	UDel	FusionII
panel1-cryoPBMC-3	3	1	1	UDel	FusionII
panel1-cryoPBMC-3	3	1	2	UDel	FusionII
panel1-cryoPBMC-3	3	1	3	UDel	FusionII
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	UDel	FusionII
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	UDel	FusionII
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	UDel	FusionII
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	UDel	FusionII
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	UDel	FusionII
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	UDel	FusionII
TruCount-CD45-TruCytes	3	3	1	UDel	FusionII
TruCount-CD45-TruCytes	3	3	2	UDel	FusionII
panel1-TruCytes	3	4	1	UDel	FusionII
panel1-TruCytes	3	4	2	UDel	FusionII
panel1-TruCytes	3	4	3	UDel	FusionII
FC-APC-Cy7	1	1	1	WRAIR	Fortessa
FC-APC	1	1	1	WRAIR	Fortessa
FC-FITC	1	1	1	WRAIR	Fortessa
FC-PE-Cy7	1	1	1	WRAIR	Fortessa
FC-PerCP-Cy5.5	1	1	1	WRAIR	Fortessa
FC-PE	1	1	1	WRAIR	Fortessa
FC-V450	1	1	1	WRAIR	Fortessa
FC-V500-C	1	1	1	WRAIR	Fortessa
RCP-30-5A	1	1	1	WRAIR	Fortessa
APC-cryoPBMC	2	1	1	WRAIR	Fortessa
APC-Cy7-cryoPBMC	2	1	1	WRAIR	Fortessa
AqLD-lyoLeuk	2	1	1	WRAIR	Fortessa
AxPB-lyoLeuk	2	1	1	WRAIR	Fortessa
FITC-cryoPBMC	2	1	1	WRAIR	Fortessa
PE-cryoPBMC	2	1	1	WRAIR	Fortessa
PE-Cy7-cryoPBMC	2	1	1	WRAIR	Fortessa
PerCP-Cy5.5-cryoPBMC	2	1	1	WRAIR	Fortessa
APC-AbCTotal	2	2	1	WRAIR	Fortessa
APC-Cy7-AbCTotal	2	2	1	WRAIR	Fortessa
FITC-AbCTotal	2	2	1	WRAIR	Fortessa
PE-AbCTotal	2	2	1	WRAIR	Fortessa
PE-Cy7-AbCTotal	2	2	1	WRAIR	Fortessa
PerCP-Cy5.5-AbCTotal	2	2	1	WRAIR	Fortessa
APC-Versacmp	2	3	1	WRAIR	Fortessa
APC-Cy7-Versacmp	2	3	1	WRAIR	Fortessa
FITC-Versacmp	2	3	1	WRAIR	Fortessa
PE-Versacmp	2	3	1	WRAIR	Fortessa
PE-Cy7-Versacmp	2	3	1	WRAIR	Fortessa
PerCP-Cy5.5-Versacmp	2	3	1	WRAIR	Fortessa
AqBead	2	4	1	WRAIR	Fortessa
PBBead	2	4	1	WRAIR	Fortessa
cryoPBMC-APC-CD14-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-APC-CD19-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-APC-Cy7-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-AqLD-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-AxPB-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-FITC-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-PE-Cy7-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-PE-fmo	3	1	1	WRAIR	Fortessa
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	WRAIR	Fortessa
panel1-cryoPBMC-1	3	1	1	WRAIR	Fortessa
panel1-cryoPBMC-1	3	1	2	WRAIR	Fortessa
panel1-cryoPBMC-1	3	1	3	WRAIR	Fortessa
panel1-cryoPBMC-2	3	1	1	WRAIR	Fortessa
panel1-cryoPBMC-2	3	1	2	WRAIR	Fortessa
panel1-cryoPBMC-2	3	1	3	WRAIR	Fortessa
panel1-cryoPBMC-3	3	1	1	WRAIR	Fortessa
panel1-cryoPBMC-3	3	1	2	WRAIR	Fortessa
panel1-cryoPBMC-3	3	1	3	WRAIR	Fortessa
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	WRAIR	Fortessa
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	WRAIR	Fortessa
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	WRAIR	Fortessa
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	WRAIR	Fortessa
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	WRAIR	Fortessa
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	WRAIR	Fortessa
TruCount-CD45-TruCytes	3	3	1	WRAIR	Fortessa
TruCount-CD45-TruCytes	3	3	2	WRAIR	Fortessa
panel1-TruCytes	3	4	1	WRAIR	Fortessa
panel1-TruCytes	3	4	2	WRAIR	Fortessa
panel1-TruCytes	3	4	3	WRAIR	Fortessa
