material	sop	exp	rep	org	machine
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BCLS	Cytoflex
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BCLS	Cytoflex
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BCLS	Cytoflex
TruCount-CD45-TruCytes	3	3	1	BCLS	Cytoflex
TruCount-CD45-TruCytes	3	3	2	BCLS	Cytoflex
panel1-TruCytes	3	4	1	BCLS	Cytoflex
panel1-TruCytes	3	4	2	BCLS	Cytoflex
panel1-TruCytes	3	4	3	BCLS	Cytoflex
FC-APC-Cy7	1	1	1	BCLS	CytoflexLX
FC-APC	1	1	1	BCLS	CytoflexLX
FC-FITC	1	1	1	BCLS	CytoflexLX
FC-PE-Cy7	1	1	1	BCLS	CytoflexLX
FC-PerCP-Cy5.5	1	1	1	BCLS	CytoflexLX
FC-PE	1	1	1	BCLS	CytoflexLX
FC-V450	1	1	1	BCLS	CytoflexLX
FC-V500-C	1	1	1	BCLS	CytoflexLX
RCP-30-5A	1	1	1	BCLS	CytoflexLX
APC-cryoPBMC	2	1	1	BCLS	CytoflexLX
APC-Cy7-cryoPBMC	2	1	1	BCLS	CytoflexLX
AqLD-lyoLeuk	2	1	1	BCLS	CytoflexLX
AxPB-lyoLeuk	2	1	1	BCLS	CytoflexLX
FITC-cryoPBMC	2	1	1	BCLS	CytoflexLX
PE-cryoPBMC	2	1	1	BCLS	CytoflexLX
PE-Cy7-cryoPBMC	2	1	1	BCLS	CytoflexLX
PerCP-Cy5.5-cryoPBMC	2	1	1	BCLS	CytoflexLX
APC-AbCTotal	2	2	1	BCLS	CytoflexLX
APC-Cy7-AbCTotal	2	2	1	BCLS	CytoflexLX
FITC-AbCTotal	2	2	1	BCLS	CytoflexLX
PE-AbCTotal	2	2	1	BCLS	CytoflexLX
PE-Cy7-AbCTotal	2	2	1	BCLS	CytoflexLX
PerCP-Cy5.5-AbCTotal	2	2	1	BCLS	CytoflexLX
APC-Versacmp	2	3	1	BCLS	CytoflexLX
APC-Cy7-Versacmp	2	3	1	BCLS	CytoflexLX
FITC-Versacmp	2	3	1	BCLS	CytoflexLX
PE-Versacmp	2	3	1	BCLS	CytoflexLX
PE-Cy7-Versacmp	2	3	1	BCLS	CytoflexLX
PerCP-Cy5.5-Versacmp	2	3	1	BCLS	CytoflexLX
AqBead	2	4	1	BCLS	CytoflexLX
PBBead	2	4	1	BCLS	CytoflexLX
cryoPBMC-APC-CD14-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-APC-CD19-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-APC-Cy7-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-AqLD-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-AxPB-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-FITC-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-PE-Cy7-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-PE-fmo	3	1	1	BCLS	CytoflexLX
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BCLS	CytoflexLX
panel1-cryoPBMC-1	3	1	1	BCLS	CytoflexLX
panel1-cryoPBMC-1	3	1	2	BCLS	CytoflexLX
panel1-cryoPBMC-1	3	1	3	BCLS	CytoflexLX
panel1-cryoPBMC-2	3	1	1	BCLS	CytoflexLX
panel1-cryoPBMC-2	3	1	2	BCLS	CytoflexLX
panel1-cryoPBMC-2	3	1	3	BCLS	CytoflexLX
panel1-cryoPBMC-3	3	1	1	BCLS	CytoflexLX
panel1-cryoPBMC-3	3	1	2	BCLS	CytoflexLX
panel1-cryoPBMC-3	3	1	3	BCLS	CytoflexLX
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BCLS	CytoflexLX
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BCLS	CytoflexLX
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BCLS	CytoflexLX
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BCLS	CytoflexLX
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BCLS	CytoflexLX
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BCLS	CytoflexLX
TruCount-CD45-TruCytes	3	3	1	BCLS	CytoflexLX
TruCount-CD45-TruCytes	3	3	2	BCLS	CytoflexLX
panel1-TruCytes	3	4	1	BCLS	CytoflexLX
panel1-TruCytes	3	4	2	BCLS	CytoflexLX
panel1-TruCytes	3	4	3	BCLS	CytoflexLX
FC-APC-Cy7	1	1	1	BCLS	CytoflexLXNUV
FC-APC	1	1	1	BCLS	CytoflexLXNUV
FC-FITC	1	1	1	BCLS	CytoflexLXNUV
FC-PE-Cy7	1	1	1	BCLS	CytoflexLXNUV
FC-PerCP-Cy5.5	1	1	1	BCLS	CytoflexLXNUV
FC-PE	1	1	1	BCLS	CytoflexLXNUV
FC-V450	1	1	1	BCLS	CytoflexLXNUV
FC-V500-C	1	1	1	BCLS	CytoflexLXNUV
RCP-30-5A	1	1	1	BCLS	CytoflexLXNUV
APC-cryoPBMC	2	1	1	BCLS	CytoflexLXNUV
APC-Cy7-cryoPBMC	2	1	1	BCLS	CytoflexLXNUV
AqLD-lyoLeuk	2	1	1	BCLS	CytoflexLXNUV
AxPB-lyoLeuk	2	1	1	BCLS	CytoflexLXNUV
FITC-cryoPBMC	2	1	1	BCLS	CytoflexLXNUV
PE-cryoPBMC	2	1	1	BCLS	CytoflexLXNUV
PE-Cy7-cryoPBMC	2	1	1	BCLS	CytoflexLXNUV
PerCP-Cy5.5-cryoPBMC	2	1	1	BCLS	CytoflexLXNUV
APC-AbCTotal	2	2	1	BCLS	CytoflexLXNUV
APC-Cy7-AbCTotal	2	2	1	BCLS	CytoflexLXNUV
FITC-AbCTotal	2	2	1	BCLS	CytoflexLXNUV
PE-AbCTotal	2	2	1	BCLS	CytoflexLXNUV
PE-Cy7-AbCTotal	2	2	1	BCLS	CytoflexLXNUV
PerCP-Cy5.5-AbCTotal	2	2	1	BCLS	CytoflexLXNUV
APC-Versacmp	2	3	1	BCLS	CytoflexLXNUV
APC-Cy7-Versacmp	2	3	1	BCLS	CytoflexLXNUV
FITC-Versacmp	2	3	1	BCLS	CytoflexLXNUV
PE-Versacmp	2	3	1	BCLS	CytoflexLXNUV
PE-Cy7-Versacmp	2	3	1	BCLS	CytoflexLXNUV
PerCP-Cy5.5-Versacmp	2	3	1	BCLS	CytoflexLXNUV
AqBead	2	4	1	BCLS	CytoflexLXNUV
PBBead	2	4	1	BCLS	CytoflexLXNUV
cryoPBMC-APC-CD14-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-APC-CD19-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-APC-Cy7-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-AqLD-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-AxPB-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-FITC-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-PE-Cy7-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-PE-fmo	3	1	1	BCLS	CytoflexLXNUV
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BCLS	CytoflexLXNUV
panel1-cryoPBMC-1	3	1	1	BCLS	CytoflexLXNUV
panel1-cryoPBMC-1	3	1	2	BCLS	CytoflexLXNUV
panel1-cryoPBMC-1	3	1	3	BCLS	CytoflexLXNUV
panel1-cryoPBMC-2	3	1	1	BCLS	CytoflexLXNUV
panel1-cryoPBMC-2	3	1	2	BCLS	CytoflexLXNUV
panel1-cryoPBMC-2	3	1	3	BCLS	CytoflexLXNUV
panel1-cryoPBMC-3	3	1	1	BCLS	CytoflexLXNUV
panel1-cryoPBMC-3	3	1	2	BCLS	CytoflexLXNUV
panel1-cryoPBMC-3	3	1	3	BCLS	CytoflexLXNUV
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BCLS	CytoflexLXNUV
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BCLS	CytoflexLXNUV
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BCLS	CytoflexLXNUV
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BCLS	CytoflexLXNUV
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BCLS	CytoflexLXNUV
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BCLS	CytoflexLXNUV
TruCount-CD45-TruCytes	3	3	1	BCLS	CytoflexLXNUV
TruCount-CD45-TruCytes	3	3	2	BCLS	CytoflexLXNUV
panel1-TruCytes	3	4	1	BCLS	CytoflexLXNUV
panel1-TruCytes	3	4	2	BCLS	CytoflexLXNUV
panel1-TruCytes	3	4	3	BCLS	CytoflexLXNUV
FC-APC-Cy7	1	1	1	BDSJ	Lyric-2
FC-APC	1	1	1	BDSJ	Lyric-2
FC-FITC	1	1	1	BDSJ	Lyric-2
FC-PE-Cy7	1	1	1	BDSJ	Lyric-2
FC-PerCP-Cy5.5	1	1	1	BDSJ	Lyric-2
FC-PE	1	1	1	BDSJ	Lyric-2
FC-V450	1	1	1	BDSJ	Lyric-2
FC-V500-C	1	1	1	BDSJ	Lyric-2
RCP-30-5A	1	1	1	BDSJ	Lyric-2
APC-cryoPBMC	2	1	1	BDSJ	Lyric-2
APC-Cy7-cryoPBMC	2	1	1	BDSJ	Lyric-2
AqLD-lyoLeuk	2	1	1	BDSJ	Lyric-2
AxPB-lyoLeuk	2	1	1	BDSJ	Lyric-2
FITC-cryoPBMC	2	1	1	BDSJ	Lyric-2
PE-cryoPBMC	2	1	1	BDSJ	Lyric-2
PE-Cy7-cryoPBMC	2	1	1	BDSJ	Lyric-2
PerCP-Cy5.5-cryoPBMC	2	1	1	BDSJ	Lyric-2
APC-AbCTotal	2	2	1	BDSJ	Lyric-2
APC-Cy7-AbCTotal	2	2	1	BDSJ	Lyric-2
FITC-AbCTotal	2	2	1	BDSJ	Lyric-2
PE-AbCTotal	2	2	1	BDSJ	Lyric-2
PE-Cy7-AbCTotal	2	2	1	BDSJ	Lyric-2
PerCP-Cy5.5-AbCTotal	2	2	1	BDSJ	Lyric-2
APC-Versacmp	2	3	1	BDSJ	Lyric-2
APC-Cy7-Versacmp	2	3	1	BDSJ	Lyric-2
FITC-Versacmp	2	3	1	BDSJ	Lyric-2
PE-Versacmp	2	3	1	BDSJ	Lyric-2
PE-Cy7-Versacmp	2	3	1	BDSJ	Lyric-2
PerCP-Cy5.5-Versacmp	2	3	1	BDSJ	Lyric-2
AqBead	2	4	1	BDSJ	Lyric-2
PBBead	2	4	1	BDSJ	Lyric-2
cryoPBMC-APC-CD14-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-APC-CD19-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-APC-Cy7-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-AqLD-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-AxPB-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-FITC-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-PE-Cy7-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-PE-fmo	3	1	1	BDSJ	Lyric-2
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BDSJ	Lyric-2
panel1-cryoPBMC-1	3	1	1	BDSJ	Lyric-2
panel1-cryoPBMC-1	3	1	2	BDSJ	Lyric-2
panel1-cryoPBMC-1	3	1	3	BDSJ	Lyric-2
panel1-cryoPBMC-2	3	1	1	BDSJ	Lyric-2
panel1-cryoPBMC-2	3	1	2	BDSJ	Lyric-2
panel1-cryoPBMC-2	3	1	3	BDSJ	Lyric-2
panel1-cryoPBMC-3	3	1	1	BDSJ	Lyric-2
panel1-cryoPBMC-3	3	1	2	BDSJ	Lyric-2
panel1-cryoPBMC-3	3	1	3	BDSJ	Lyric-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BDSJ	Lyric-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BDSJ	Lyric-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BDSJ	Lyric-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BDSJ	Lyric-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BDSJ	Lyric-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BDSJ	Lyric-2
TruCount-CD45-TruCytes	3	3	1	BDSJ	Lyric-2
TruCount-CD45-TruCytes	3	3	2	BDSJ	Lyric-2
panel1-TruCytes	3	4	1	BDSJ	Lyric-2
panel1-TruCytes	3	4	2	BDSJ	Lyric-2
panel1-TruCytes	3	4	3	BDSJ	Lyric-2
FC-APC-Cy7	1	1	1	BDSJ	Lyric
FC-APC	1	1	1	BDSJ	Lyric
FC-FITC	1	1	1	BDSJ	Lyric
FC-PE-Cy7	1	1	1	BDSJ	Lyric
FC-PerCP-Cy5.5	1	1	1	BDSJ	Lyric
FC-PE	1	1	1	BDSJ	Lyric
FC-V450	1	1	1	BDSJ	Lyric
FC-V500-C	1	1	1	BDSJ	Lyric
RCP-30-5A	1	1	1	BDSJ	Lyric
APC-cryoPBMC	2	1	1	BDSJ	Lyric
APC-Cy7-cryoPBMC	2	1	1	BDSJ	Lyric
AqLD-lyoLeuk	2	1	1	BDSJ	Lyric
AxPB-lyoLeuk	2	1	1	BDSJ	Lyric
FITC-cryoPBMC	2	1	1	BDSJ	Lyric
PE-cryoPBMC	2	1	1	BDSJ	Lyric
PE-Cy7-cryoPBMC	2	1	1	BDSJ	Lyric
PerCP-Cy5.5-cryoPBMC	2	1	1	BDSJ	Lyric
APC-AbCTotal	2	2	1	BDSJ	Lyric
APC-Cy7-AbCTotal	2	2	1	BDSJ	Lyric
FITC-AbCTotal	2	2	1	BDSJ	Lyric
PE-AbCTotal	2	2	1	BDSJ	Lyric
PE-Cy7-AbCTotal	2	2	1	BDSJ	Lyric
PerCP-Cy5.5-AbCTotal	2	2	1	BDSJ	Lyric
APC-Versacmp	2	3	1	BDSJ	Lyric
APC-Cy7-Versacmp	2	3	1	BDSJ	Lyric
FITC-Versacmp	2	3	1	BDSJ	Lyric
PE-Versacmp	2	3	1	BDSJ	Lyric
PE-Cy7-Versacmp	2	3	1	BDSJ	Lyric
PerCP-Cy5.5-Versacmp	2	3	1	BDSJ	Lyric
AqBead	2	4	1	BDSJ	Lyric
PBBead	2	4	1	BDSJ	Lyric
cryoPBMC-APC-CD14-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-APC-CD19-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-APC-Cy7-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-AqLD-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-AxPB-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-FITC-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-PE-Cy7-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-PE-fmo	3	1	1	BDSJ	Lyric
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BDSJ	Lyric
panel1-cryoPBMC-1	3	1	1	BDSJ	Lyric
panel1-cryoPBMC-1	3	1	2	BDSJ	Lyric
panel1-cryoPBMC-1	3	1	3	BDSJ	Lyric
panel1-cryoPBMC-2	3	1	1	BDSJ	Lyric
panel1-cryoPBMC-2	3	1	2	BDSJ	Lyric
panel1-cryoPBMC-2	3	1	3	BDSJ	Lyric
panel1-cryoPBMC-3	3	1	1	BDSJ	Lyric
panel1-cryoPBMC-3	3	1	2	BDSJ	Lyric
panel1-cryoPBMC-3	3	1	3	BDSJ	Lyric
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BDSJ	Lyric
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BDSJ	Lyric
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BDSJ	Lyric
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BDSJ	Lyric
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BDSJ	Lyric
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BDSJ	Lyric
TruCount-CD45-TruCytes	3	3	1	BDSJ	Lyric
TruCount-CD45-TruCytes	3	3	2	BDSJ	Lyric
panel1-TruCytes	3	4	1	BDSJ	Lyric
panel1-TruCytes	3	4	2	BDSJ	Lyric
panel1-TruCytes	3	4	3	BDSJ	Lyric
FC-APC-Cy7	1	1	1	BMSSeattle	CantoSORP-2
FC-APC	1	1	1	BMSSeattle	CantoSORP-2
FC-FITC	1	1	1	BMSSeattle	CantoSORP-2
FC-PE-Cy7	1	1	1	BMSSeattle	CantoSORP-2
FC-PerCP-Cy5.5	1	1	1	BMSSeattle	CantoSORP-2
FC-PE	1	1	1	BMSSeattle	CantoSORP-2
FC-V450	1	1	1	BMSSeattle	CantoSORP-2
FC-V500-C	1	1	1	BMSSeattle	CantoSORP-2
RCP-30-5A	1	1	1	BMSSeattle	CantoSORP-2
APC-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-2
APC-Cy7-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-2
AqLD-lyoLeuk	2	1	1	BMSSeattle	CantoSORP-2
AxPB-lyoLeuk	2	1	1	BMSSeattle	CantoSORP-2
FITC-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-2
PE-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-2
PE-Cy7-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-2
PerCP-Cy5.5-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-2
APC-AbCTotal	2	2	1	BMSSeattle	CantoSORP-2
APC-Cy7-AbCTotal	2	2	1	BMSSeattle	CantoSORP-2
FITC-AbCTotal	2	2	1	BMSSeattle	CantoSORP-2
PE-AbCTotal	2	2	1	BMSSeattle	CantoSORP-2
PE-Cy7-AbCTotal	2	2	1	BMSSeattle	CantoSORP-2
PerCP-Cy5.5-AbCTotal	2	2	1	BMSSeattle	CantoSORP-2
APC-Versacmp	2	3	1	BMSSeattle	CantoSORP-2
APC-Cy7-Versacmp	2	3	1	BMSSeattle	CantoSORP-2
FITC-Versacmp	2	3	1	BMSSeattle	CantoSORP-2
PE-Versacmp	2	3	1	BMSSeattle	CantoSORP-2
PE-Cy7-Versacmp	2	3	1	BMSSeattle	CantoSORP-2
PerCP-Cy5.5-Versacmp	2	3	1	BMSSeattle	CantoSORP-2
AqBead	2	4	1	BMSSeattle	CantoSORP-2
PBBead	2	4	1	BMSSeattle	CantoSORP-2
cryoPBMC-APC-CD14-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-APC-CD19-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-APC-Cy7-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-AqLD-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-AxPB-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-FITC-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-PE-Cy7-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-PE-fmo	3	1	1	BMSSeattle	CantoSORP-2
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-1	3	1	1	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-1	3	1	2	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-1	3	1	3	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-2	3	1	1	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-2	3	1	2	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-2	3	1	3	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-3	3	1	1	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-3	3	1	2	BMSSeattle	CantoSORP-2
panel1-cryoPBMC-3	3	1	3	BMSSeattle	CantoSORP-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BMSSeattle	CantoSORP-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BMSSeattle	CantoSORP-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BMSSeattle	CantoSORP-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BMSSeattle	CantoSORP-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BMSSeattle	CantoSORP-2
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BMSSeattle	CantoSORP-2
TruCount-CD45-TruCytes	3	3	1	BMSSeattle	CantoSORP-2
TruCount-CD45-TruCytes	3	3	2	BMSSeattle	CantoSORP-2
panel1-TruCytes	3	4	1	BMSSeattle	CantoSORP-2
panel1-TruCytes	3	4	2	BMSSeattle	CantoSORP-2
panel1-TruCytes	3	4	3	BMSSeattle	CantoSORP-2
FC-APC-Cy7	1	1	1	BMSSeattle	CantoSORP-3
FC-APC	1	1	1	BMSSeattle	CantoSORP-3
FC-FITC	1	1	1	BMSSeattle	CantoSORP-3
FC-PE-Cy7	1	1	1	BMSSeattle	CantoSORP-3
FC-PerCP-Cy5.5	1	1	1	BMSSeattle	CantoSORP-3
FC-PE	1	1	1	BMSSeattle	CantoSORP-3
FC-V450	1	1	1	BMSSeattle	CantoSORP-3
FC-V500-C	1	1	1	BMSSeattle	CantoSORP-3
RCP-30-5A	1	1	1	BMSSeattle	CantoSORP-3
APC-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-3
APC-Cy7-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-3
AqLD-lyoLeuk	2	1	1	BMSSeattle	CantoSORP-3
AxPB-lyoLeuk	2	1	1	BMSSeattle	CantoSORP-3
FITC-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-3
PE-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-3
PE-Cy7-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-3
PerCP-Cy5.5-cryoPBMC	2	1	1	BMSSeattle	CantoSORP-3
APC-AbCTotal	2	2	1	BMSSeattle	CantoSORP-3
APC-Cy7-AbCTotal	2	2	1	BMSSeattle	CantoSORP-3
FITC-AbCTotal	2	2	1	BMSSeattle	CantoSORP-3
PE-AbCTotal	2	2	1	BMSSeattle	CantoSORP-3
PE-Cy7-AbCTotal	2	2	1	BMSSeattle	CantoSORP-3
PerCP-Cy5.5-AbCTotal	2	2	1	BMSSeattle	CantoSORP-3
APC-Versacmp	2	3	1	BMSSeattle	CantoSORP-3
APC-Cy7-Versacmp	2	3	1	BMSSeattle	CantoSORP-3
FITC-Versacmp	2	3	1	BMSSeattle	CantoSORP-3
PE-Versacmp	2	3	1	BMSSeattle	CantoSORP-3
PE-Cy7-Versacmp	2	3	1	BMSSeattle	CantoSORP-3
PerCP-Cy5.5-Versacmp	2	3	1	BMSSeattle	CantoSORP-3
AqBead	2	4	1	BMSSeattle	CantoSORP-3
PBBead	2	4	1	BMSSeattle	CantoSORP-3
cryoPBMC-APC-CD14-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-APC-CD19-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-APC-Cy7-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-AqLD-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-AxPB-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-FITC-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-PE-Cy7-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-PE-fmo	3	1	1	BMSSeattle	CantoSORP-3
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-1	3	1	1	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-1	3	1	2	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-1	3	1	3	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-2	3	1	1	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-2	3	1	2	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-2	3	1	3	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-3	3	1	1	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-3	3	1	2	BMSSeattle	CantoSORP-3
panel1-cryoPBMC-3	3	1	3	BMSSeattle	CantoSORP-3
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BMSSeattle	CantoSORP-3
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BMSSeattle	CantoSORP-3
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BMSSeattle	CantoSORP-3
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	BMSSeattle	CantoSORP-3
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	BMSSeattle	CantoSORP-3
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	BMSSeattle	CantoSORP-3
TruCount-CD45-TruCytes	3	3	1	BMSSeattle	CantoSORP-3
TruCount-CD45-TruCytes	3	3	2	BMSSeattle	CantoSORP-3
panel1-TruCytes	3	4	1	BMSSeattle	CantoSORP-3
panel1-TruCytes	3	4	2	BMSSeattle	CantoSORP-3
panel1-TruCytes	3	4	3	BMSSeattle	CantoSORP-3
FC-APC-Cy7	1	1	1	BMSWarren	CantoSORP
FC-APC	1	1	1	BMSWarren	CantoSORP
FC-FITC	1	1	1	BMSWarren	CantoSORP
FC-PE-Cy7	1	1	1	BMSWarren	CantoSORP
FC-PerCP-Cy5.5	1	1	1	BMSWarren	CantoSORP
FC-PE	1	1	1	BMSWarren	CantoSORP
FC-V450	1	1	1	BMSWarren	CantoSORP
FC-V500-C	1	1	1	BMSWarren	CantoSORP
RCP-30-5A	1	1	1	BMSWarren	CantoSORP
APC-cryoPBMC	2	1	1	BMSWarren	CantoSORP
APC-Cy7-cryoPBMC	2	1	1	BMSWarren	CantoSORP
AqLD-lyoLeuk	2	1	1	BMSWarren	CantoSORP
AxPB-lyoLeuk	2	1	1	BMSWarren	CantoSORP
FITC-cryoPBMC	2	1	1	BMSWarren	CantoSORP
PE-cryoPBMC	2	1	1	BMSWarren	CantoSORP
PE-Cy7-cryoPBMC	2	1	1	BMSWarren	CantoSORP
PerCP-Cy5.5-cryoPBMC	2	1	1	BMSWarren	CantoSORP
APC-AbCTotal	2	2	1	BMSWarren	CantoSORP
APC-Cy7-AbCTotal	2	2	1	BMSWarren	CantoSORP
FITC-AbCTotal	2	2	1	BMSWarren	CantoSORP
PE-AbCTotal	2	2	1	BMSWarren	CantoSORP
PE-Cy7-AbCTotal	2	2	1	BMSWarren	CantoSORP
PerCP-Cy5.5-AbCTotal	2	2	1	BMSWarren	CantoSORP
APC-Versacmp	2	3	1	BMSWarren	CantoSORP
APC-Cy7-Versacmp	2	3	1	BMSWarren	CantoSORP
FITC-Versacmp	2	3	1	BMSWarren	CantoSORP
PE-Versacmp	2	3	1	BMSWarren	CantoSORP
PE-Cy7-Versacmp	2	3	1	BMSWarren	CantoSORP
PerCP-Cy5.5-Versacmp	2	3	1	BMSWarren	CantoSORP
AqBead	2	4	1	BMSWarren	CantoSORP
PBBead	2	4	1	BMSWarren	CantoSORP
cryoPBMC-APC-CD14-fmo	3	1	1	BMSWarren	CantoSORP
